date,y_true,pred_mean,pred_std,lps,VaR_5%,ES_5%,var_hit
2009-03-06,0.17416064854387514,0.3123814616394157,1.0889759950922329,-0.9162122768325213,-1.5128641649596064,-2.2470447244182568,0
2009-05-18,2.8011277857948436,0.026277551195163854,1.1620339815926013,-3.7531051214215503,-1.8653848582367214,-2.6655191068729467,0
2009-07-29,-0.2455106637890836,-0.03320860243140746,1.2153423740576037,-1.0610344503920561,-1.9571709457508517,-2.8456207153917488,0
2009-10-08,0.7626498521407399,-0.12038562524926634,1.2373603189466387,-1.445511171448256,-2.1426880838642206,-3.0039360865024967,0
2009-12-18,0.5645202467642108,-0.04546607324267594,1.234494314373011,-1.2026252439506477,-2.3251903980893958,-2.7821231688857373,0
2010-03-04,0.3022741527400896,-0.1572442763767033,1.2796120469238028,-1.2166986951545555,-2.1884593177197957,-3.257031088975326,0
2010-05-14,-1.8270989078494893,-0.02264582605946095,1.2323291848476439,-2.2902143085168767,-1.903688632027988,-2.8485234757981948,0
2010-07-27,-0.008952324402411449,-0.17745337245377807,1.2821464279460182,-1.2124716544953387,-2.361502584105071,-3.1257437614352073,0
2010-10-06,-0.008632187148283066,-0.21039956399986437,1.3106964635663763,-1.2477377803667045,-2.409899028047578,-3.249291617856568,0
2010-12-16,0.5785157141762198,0.10085151151342306,1.3280153240797563,-1.295577720492243,-2.140887099742289,-2.960941603172233,0
2011-03-01,-1.6813365735258934,-0.2878428169952661,1.3206736324766093,-1.7624817357486307,-2.455663273392402,-3.3123709463534583,0
2011-05-11,-1.0580510836952328,-0.15773499324153945,1.3326517228573345,-1.4604963675314666,-2.338477483096428,-3.2247914071566095,0
2011-07-22,0.06688916811681267,-0.2279483451506599,1.3360096754161777,-1.271527738307511,-2.3628722938536666,-3.308547407409887,0
2011-10-03,-2.887076629171137,-0.032703159022071354,1.3930293577472943,-3.436125928589109,-2.4231532877378954,-3.245278723583662,1
2011-12-13,-0.9382459857238068,-0.019984842873666083,1.4211290746137832,-1.5120747576688827,-2.3463841094809945,-3.290773874771724,0
2012-02-27,0.1677886809976492,-0.0012319541709833537,1.3823072819375164,-1.2938302737752239,-2.291066493705096,-3.152250881154037,0
2012-05-08,-0.4019686531842481,0.018251797010994223,1.3627458767310585,-1.2843324924474016,-2.2530667530923996,-3.1292040059407404,0
2012-07-19,0.26170773035367745,0.012772535928346214,1.3371315476320615,-1.2688080296668092,-2.214400258236525,-3.0456713824322312,0
2012-09-28,-0.5474020121959633,-0.004146824711028954,1.2643183216725171,-1.2665566770097352,-2.041097578561269,-2.8970377702096135,0
2012-12-12,0.04879471341583397,-0.04393089306783933,1.1515154046053233,-1.1091348681826871,-1.9618963976602215,-2.669181323189786,0
2013-02-26,0.6822330175164204,0.12407651414154301,1.0762853472949045,-1.1222002711140229,-1.6572098004613596,-2.359353052767486,0
2013-05-08,0.45406771598193174,-0.08280080030247364,1.012361411564561,-1.0674446577308587,-1.7211006472488661,-2.4038024060178165,0
2013-07-19,0.17753256651786842,-0.0665561815799291,0.9932408401176885,-0.9902928933718297,-1.707154065719725,-2.349668009701664,0
2013-09-30,-0.5342703829686712,0.046619063470060625,0.9657410649446807,-1.0937425030204562,-1.5207540284592154,-2.169956726690507,0
2013-12-10,-0.3589795345213531,0.006139799113577728,0.9421265268789464,-0.9547820213756811,-1.541677593452122,-2.1534457021834106,0
2014-02-24,0.5531487255118428,-0.01633846794434154,0.9362321502677975,-1.0209253884850402,-1.5503586131623714,-2.1703463488248946,0
2014-05-06,-0.874215831261349,0.029341873630992044,0.9158833547305651,-1.316321544576787,-1.4284311758911277,-2.086128899812176,0
2014-07-17,-1.1430836165849279,-0.02238027854550547,0.8592001656310778,-1.6517071915965233,-1.4461302446378193,-2.0012089892347666,0
2014-09-26,0.7913968303114416,0.011808648124822775,0.8329156354073554,-1.126810963563708,-1.2943744507984811,-1.9058394892294541,0
2014-12-08,-0.6704956971468334,0.004322390645555645,0.8311826831697094,-1.0841668216679086,-1.4125204827205688,-1.8973051858789307,0
2015-02-20,0.5978201055567567,-0.022355709042164405,0.8554922146577989,-0.9989235899166322,-1.437744699520295,-2.001030913803423,0
2015-05-04,0.28435011916299047,-0.050572077602755436,0.8492168137360305,-0.8462915648803411,-1.433964183542647,-2.0004779910442876,0
2015-07-15,-0.04270279118889775,-0.1470502660546598,0.8369823019014069,-0.8030797189492036,-1.4446604616360803,-2.053372968338553,0
2015-09-24,-0.3466783260833495,0.03712642888824705,0.7905735737190905,-0.8133917268183107,-1.259202877366,-1.7802618826648888,0
2015-12-04,1.9315315610715977,0.046690751080640656,0.7498970889004098,-3.38702714899519,-1.229398557894627,-1.6720791014737912,0
2016-02-18,-0.4104333454496789,-0.11878293084450144,0.7878188186182833,-0.7613062920369437,-1.397878346563922,-1.928361847099712,0
2016-04-29,-0.5399137661177278,0.048718509825955464,0.779795548203244,-0.9841370788551129,-1.2381514426972435,-1.738575056764406,0
2016-07-12,0.7236982833551231,-0.06751664915104634,0.7657359478442161,-1.142474829426318,-1.2852533602692502,-1.8139989913987062,0
2016-09-21,1.1182381232083927,0.018892470026201213,0.758463471378096,-1.6720416314087605,-1.1960907450717344,-1.717334817083503,0
2016-12-01,-0.3682049282127231,-0.07552739098660044,0.7451435267538863,-0.7279566590906775,-1.2695932798587197,-1.7713685639485248,0
2017-02-14,0.40733787633433494,-0.02499347727621329,0.7359635329620452,-0.7839006980616539,-1.2090673322888505,-1.7028828059462149,0
2017-04-27,0.0796673754743793,-0.061379271514510544,0.7231866867227664,-0.6484654996108113,-1.1975421763740128,-1.715459934865331,0
2017-09-12,0.3364736837752069,0.0038207291179540182,0.7032789566333963,-0.7124491366372498,-1.1399690900453254,-1.600735921017423,0
2017-11-21,0.6521534453089117,0.015631520319303385,0.6906020554278234,-0.923127712147707,-1.0619207134281488,-1.5706789289204548,0
2018-02-05,-4.2722089129378915,0.18677205821586426,0.6843644045954319,-40.17569380269817,-0.8513952978278095,-1.3759945338363768,1
2018-04-18,0.07401410866823,-0.05966703921934673,0.7137278692803589,-0.6513786221025878,-1.212651532801214,-1.6896454804333547,0
2018-06-28,0.5701356359277376,0.07246727924845202,0.7119642757003695,-0.8184461563568384,-1.041490395385067,-1.5579431933319614,0
2018-09-10,0.17370841498500766,0.06356776510604009,0.7139242609841525,-0.6438491053033762,-1.0646482554672871,-1.5619153307934137,0
2018-11-19,-1.7059300297328939,-0.09157864547733587,0.7322482510477283,-3.1427094687147874,-1.2634781845684884,-1.762066257998298,1
2019-02-04,0.7010865208153305,-0.08729493468997195,0.7681212601143761,-1.1270034879443578,-1.3184569197386347,-1.856883760427186,0
2019-04-16,0.06549201226766499,-0.035682621512142604,0.7440521149080762,-0.6801102993688376,-1.2569760468971756,-1.7410262882000211,0
2019-06-27,0.35396730476016103,0.13402490370581271,0.7486721011097679,-0.7110534151270927,-1.0914840616196242,-1.5861594166481863,0
2019-09-09,0.05030678280393275,-0.017593028494429487,0.7706283906650112,-0.7052674969159152,-1.2538804836370927,-1.7736015841631247,0
2019-11-18,0.07373289779062375,-0.0027067428588022757,0.7410997736658935,-0.6730969916457323,-1.1848209163658043,-1.6655758400975458,0
2020-01-31,-1.832484964032588,-0.03722102329887311,0.7077882540499687,-3.3299232911070638,-1.1811324353078247,-1.6656996092090934,1
2020-04-14,2.90663404319762,0.7192889336091725,0.7713779324549094,-4.5526311740969225,-0.5637790585321201,-0.978415165506034,0
2020-06-24,-2.5839702491442296,-0.058545026259980454,0.7944857071400692,-4.124279495995273,-1.3415176622315486,-1.870001538185668,1
2020-09-03,-3.5020590810981744,-0.12639000443147963,0.7926314139865617,-8.403426689914022,-1.4431085900753284,-1.9099587708114718,1
