date,y_true,pred_mean,pred_std,lps,var_alpha,es_alpha,var_hit
2014-05-06,-0.874215831261349,0.1503377910500547,0.7091726425009233,-1.471633287245096,-0.8735440447659987,-1.0855046582438614,1
2014-07-17,-1.1430836165849279,0.029447687869365993,0.6413039111975866,-1.8947722533331341,-0.9491745855266561,-1.0685050542991652,1
2014-09-26,0.7913968303114416,0.12277465214821164,0.6478167390506764,-1.3538850156876745,-0.8108471538446672,-0.9693572171337622,0
2014-12-08,-0.6704956971468334,0.20828907828169607,0.6313389513966822,-1.329741334904135,-0.6992014011025516,-0.9057189218310233,0
2015-02-20,0.5978201055567567,0.016819919908425074,0.7306922558095686,-1.0909218456555991,-1.0801079107884646,-1.2286933398074378,0
2015-05-04,0.28435011916299047,0.31208608417850814,0.7907456314450145,-0.6094903953555983,-0.8978951276693315,-1.077510122801485,0
2015-07-15,-0.04270279118889775,-0.20036288680855363,0.8094913815097476,-0.6533061204644088,-1.4232166282217893,-1.5623783262569535,0
2015-09-24,-0.3466783260833495,0.5227811262627533,0.8620998321414582,-1.288028595410468,-0.7115372382660775,-0.9149423119302723,0
2015-12-04,1.9315315610715977,0.2763282334667025,0.8746566435674296,-2.664113716801396,-1.1305728097749026,-1.2969376788095623,0
2016-02-18,-0.4104333454496789,-0.029131841209884008,1.0759766475329944,-1.0605268224022624,-1.7121038932974912,-1.887895553939699,0
2016-04-29,-0.5399137661177278,-0.3049950612349049,1.0813309667525794,-0.9745784329202041,-1.77682333404825,-1.963373776529033,0
2016-07-12,0.7236982833551231,-0.009668584279582925,1.0579296320223968,-1.2928561369699716,-1.5060214526649673,-1.8464157126285103,0
2016-09-21,1.1182381232083927,0.0562108198894865,0.8745243239510893,-1.9020287195636025,-1.1858071485512016,-1.4423110743522374,0
2016-12-01,-0.3682049282127231,0.015270935166228527,0.7144985885553944,-0.7701815766320379,-0.9377803786247695,-1.2619403623772858,0
2017-02-14,0.40733787633433494,0.07407188334576584,0.6261439156320991,-0.6828728202830121,-0.7915232417201223,-1.1077811351290097,0
2017-04-27,0.0796673754743793,0.02120819744986767,0.5102904001087546,-0.23281211800287524,-0.6713146873269752,-0.9063351245973484,0
2017-09-12,0.3364736837752069,-0.026820996627424525,0.48862922862335983,-0.712013280468537,-0.6929687328782925,-0.9470405944748138,0
2017-11-21,0.6521534453089117,0.06407192479167916,0.4056391112232906,-1.3738075184841265,-0.49464287385462397,-0.7167113178075363,0
2018-02-05,-4.2722089129378915,0.45357005636184056,0.44605225923791625,-164.64460476453283,-0.1683851612176054,-0.3985830767655199,1
2018-04-18,0.07401410866823,-0.27397996211736586,0.666766665127377,-0.6890572175569041,-1.245740319981098,-1.4257076530221673,0
2018-06-28,0.5701356359277376,0.2694711268919363,0.7572814160722199,-0.6917663928202685,-0.8929080244928237,-1.0662873596410953,0
2018-09-10,0.17370841498500766,0.280064036703271,0.7517805378748643,-0.615638670737496,-0.8682131234885037,-1.1022155316046105,0
2018-11-19,-1.7059300297328939,0.16455709973211707,0.9044334246624558,-2.8162933871093334,-1.1014095452172077,-1.3396501936339364,1
2019-02-04,0.7010865208153305,0.20844966890671224,0.9296625402802713,-1.1259686535021303,-1.0801594149169536,-1.3052963976695582,0
2019-04-16,0.06549201226766499,0.05507774564680186,0.899215174143316,-0.7144824516799451,-1.2511265383512293,-1.4755654772567057,0
2019-06-27,0.35396730476016103,0.055749161412943324,1.0193704021234136,-0.9382024464338968,-1.4385851825584335,-1.6691649531043211,0
2019-09-09,0.05030678280393275,0.037469467114083145,1.0245387575158211,-0.8558148227143287,-1.5204313989438643,-1.7100221469614325,0
2019-11-18,0.07373289779062375,0.12998911687323086,0.7183424781309506,-0.5811500649684264,-0.977937673517346,-1.1056635223808555,0
2020-01-31,-1.832484964032588,0.224109037028104,0.7300252269601086,-4.411585988575554,-0.8169309622755455,-1.0739483428400145,1
2020-04-14,2.90663404319762,0.5369048334048746,1.3038115286347802,-2.85873486181841,-1.3701596988584759,-1.67114675401613,0
2020-06-24,-2.5839702491442296,0.17436239920663205,1.426255598381656,-2.88637469883955,-1.8505699696384696,-2.3875965533795895,1
2020-09-03,-3.5020590810981744,-0.0026789832673875134,1.5509024691307756,-3.716646645509201,-2.2229632156666126,-2.7699469589363126,1
2020-11-13,1.3749548931808242,0.3175277838570791,1.8257438153493597,-1.8202900965711528,-2.24351574012191,-3.1572978621852985,0
2021-01-28,0.8563521957506204,0.7221242965503845,1.1282698656111294,-0.9791963695023914,-0.9054085619190433,-1.4228408282670317,0
