date,r_spy,r_xlf,dlog_vix,dy10,d_credit
2005-01-14,-0.1480486407912155,-0.32569876663932096,-0.5514187738452864,-0.5030166921847602,0.001854566445310484
2005-01-21,-0.5845957215432135,-0.21040669294808093,0.9666919973623874,-0.5871199230734943,0.001854566445310484
2005-01-28,0.1463899433229148,-0.04714189045926961,-0.5471785176734789,0.0016026931476073464,0.001854566445310484
2005-02-04,0.8789490603847498,0.7698639071641317,-1.119281066641351,-0.5871199230734943,-0.6793895077987306
2005-02-11,0.10292814914755986,0.11219115897989337,0.12833994747041533,0.08570592403633402,0.001854566445310484
2005-02-18,-0.20749209613002584,-0.7239936867188158,-0.15055691694753903,1.4313576182559906,0.001854566445310484
2005-02-25,0.270489446311174,0.1240901137856619,0.1814697047985989,0.0016026931476073464,0.001854566445310484
2005-03-04,0.35372786592429617,0.18562955266707032,0.25575058633049375,0.4221188475912556,0.6830986406893516
2005-03-11,-0.8621860160848023,-0.48694809304988257,0.4647313105596756,2.020080234477085,0.001854566445310484
2005-03-18,-0.5496513121737735,-0.5463384195441792,0.17385312815586013,-0.4189134612960335,0.001854566445310484
2005-03-25,-0.5624695735976962,-0.8489124542133766,0.13941408724276694,0.7585317711461624,0.001854566445310484
2005-04-01,0.02121741244105925,-0.12479791130091067,0.32490177723092833,-1.1758425392945886,1.0237206778114023
2005-04-08,0.1175906296745619,0.276669889972725,-0.7416900609543231,0.3380156167025215,0.001854566445310484
2005-04-15,-1.4282718035754758,-0.5951234275186856,2.2836773232265326,-1.932771617293151,0.001854566445310484
2005-04-22,0.4234355936389314,-0.019234348759475536,-0.9603189532338633,-0.08250053774111933,0.001854566445310484
2005-04-29,-0.016043032766991417,0.6412573958456884,-0.03273450672366996,-0.4189134612960335,0.001854566445310484
2005-05-06,0.3887724954253309,0.26261547749849634,-0.57859076500006,0.5903253093687091,2.3862088262994994
2005-05-13,-0.557952201643642,-0.5197850930206315,1.0031753054747123,-1.3440490010720494,0.001854566445310484
2005-05-20,1.0983038515193702,0.9255818182209443,-1.4568682210649582,0.08570592403633402,0.001854566445310484
2005-05-27,0.304643524101959,0.04452776740849627,-0.5279001542543676,-0.4189134612960335,0.001854566445310484
2005-06-03,-0.11316189449351287,-0.07482075557450392,-0.002114890422437175,-0.839429615739678,0.6830986406893818
2005-06-10,-0.06241504579853158,0.03528281897368162,-0.10790965307589903,0.5903253093687053,0.001854566445310484
2005-06-17,0.4750616390831445,0.3856108227657591,-0.2770590785899798,0.3380156167025215,0.001854566445310484
2005-06-24,-0.8847712228680555,-0.3209614739159801,0.39517753046354803,-1.428152231960776,0.001854566445310484
2005-07-01,0.10823181162378728,0.14482118092939625,-0.44634644596033834,1.1790479255898032,-0.1684564521156998
2005-07-08,0.5251608310928966,0.3152669613939236,0.027260652436026683,0.4221188475912556,0.001854566445310484
2005-07-15,0.42701033077149586,0.40850488927363254,-0.6930592851797673,0.5903253093687015,0.001854566445310484
2005-07-22,0.15175642502989073,-0.22444809585513822,0.12022286746952252,0.4221188475912556,0.001854566445310484
2005-07-29,-0.013546458052525452,-0.2258895044726725,0.6364725937076462,0.4221188475912482,0.001854566445310484
2005-08-05,-0.3629531602470132,-0.2907605674528012,0.5060836129373433,1.01084146381235,-0.33876747067672514
2005-08-12,-0.01978199743780659,0.034497887824421695,0.13628756236591255,-1.3440490010720494,0.001854566445310484
2005-08-19,-0.27476207744726927,0.007248972735959981,0.34692009027631104,-0.2507069995185801,0.001854566445310484
2005-08-26,-0.6511460966959972,-0.5860674468681292,0.14628347308315182,-0.08250053774111933,0.001854566445310484
2005-09-02,0.4260374990776301,0.29213873183533023,-0.07590420815384154,-1.428152231960776,0.5127876221283565
2005-09-09,0.6883341855804977,0.31538128118907044,-0.838618052625976,0.9267382329236158,0.001854566445310484
2005-09-16,-0.26718192246437705,0.19920664361680365,-0.4420416302699959,1.01084146381235,0.001854566445310484
2005-09-23,-0.7633832924042234,-0.5731524544179314,0.9655922604725998,-0.08250053774111933,0.001854566445310484
2005-09-30,0.4529695207735702,0.12637959158300893,-0.5635968722755355,0.7585317711461624,0.001854566445310484
2005-10-07,-1.2290719338127352,-0.3773557652437301,1.35456145130095,0.08570592403633402,0.8534096592503769
2005-10-14,-0.4001896029404924,-0.09360968340266689,0.12548129533370506,1.094944694701084,0.001854566445310484
2005-10-21,-0.2648019481276313,0.23800917648441675,0.5438285874927568,-0.755326384850955,0.001854566445310484
2005-10-28,0.49156709781445174,0.8274425693827144,-0.8339264174399352,1.5995640800334514,0.001854566445310484
