,SPY,QQQ,DIA,IWN
SPY,0.7166144008625633,0.8156249615766445,0.6484284064071194,0.8035225031578089
QQQ,0.8156249615766445,1.136014183021634,0.7016977116093824,0.8702828916212452
DIA,0.6484284064071194,0.7016977116093824,0.64765872962101,0.7451177613365161
IWN,0.8035225031578089,0.8702828916212452,0.7451177613365161,1.262112395451318
