,SPY,QQQ,DIA,IWN
SPY,0.666175497622701,0.775444287402854,0.5993641410199376,0.7602070840733574
QQQ,0.775444287402854,1.099340262132143,0.6576548909241169,0.8466982807905615
DIA,0.5993641410199376,0.6576548909241169,0.6008766713696425,0.6985732753048676
IWN,0.7602070840733574,0.8466982807905615,0.6985732753048676,1.2240914392215736
